"","taxonomy"
"ASV_21176","Bacteria;Chloroflexi;Ktedonobacteria;NA;NA;NA;ASV_21176"
"ASV_21177","Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;NA;NA;ASV_21177"
"ASV_21178","Bacteria;Chloroflexi;Chloroflexia;Elev-1554;NA;NA;ASV_21178"
"ASV_21179","Bacteria;Actinobacteriota;Thermoleophilia;NA;NA;NA;ASV_21179"
"ASV_2118","Bacteria;Chloroflexi;SHA-26;NA;NA;NA;ASV_2118"
"ASV_21180","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;ASV_21180"
"ASV_21181","Bacteria;Chloroflexi;Ktedonobacteria;NA;NA;NA;ASV_21181"
"ASV_21182","Bacteria;NA;NA;NA;NA;NA;ASV_21182"
"ASV_21183","Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_21183"
"ASV_21184","Bacteria;Chloroflexi;Ktedonobacteria;NA;NA;NA;ASV_21184"
"ASV_21185","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_21185"
"ASV_21186","Bacteria;Actinobacteriota;Actinobacteria;NA;NA;NA;ASV_21186"
"ASV_21187","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;NA;NA;ASV_21187"
"ASV_21188","Bacteria;NA;NA;NA;NA;NA;ASV_21188"
"ASV_21189","Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;NA;NA;ASV_21189"
"ASV_2119","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus;ASV_2119"
"ASV_21190","Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 13;NA;NA;ASV_21190"
"ASV_21191","Bacteria;NA;NA;NA;NA;NA;ASV_21191"
"ASV_21192","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_21192"
"ASV_21193","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA;ASV_21193"
"ASV_21194","Bacteria;Chloroflexi;SHA-26;NA;NA;NA;ASV_21194"
"ASV_21195","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Candidatus Nostocoida;ASV_21195"
"ASV_21196","Bacteria;Chloroflexi;KD4-96;NA;NA;NA;ASV_21196"
"ASV_21197","Bacteria;Firmicutes;NA;NA;NA;NA;ASV_21197"
"ASV_21198","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;ASV_21198"
"ASV_21199","Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;NA;NA;ASV_21199"
"ASV_212","Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Pelosinus;ASV_212"
"ASV_2120","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Aquisphaera;ASV_2120"
"ASV_21200","Bacteria;Chloroflexi;AD3;NA;NA;NA;ASV_21200"
"ASV_21201","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;ASV_21201"
"ASV_21202","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Nitrobacter;ASV_21202"
"ASV_21203","Bacteria;Chloroflexi;AD3;NA;NA;NA;ASV_21203"
"ASV_21204","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_21204"
"ASV_21205","Bacteria;Chloroflexi;KD4-96;NA;NA;NA;ASV_21205"
"ASV_21206","Bacteria;RCP2-54;NA;NA;NA;NA;ASV_21206"
"ASV_21207","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Candidatus Nostocoida;ASV_21207"
"ASV_21208","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_21208"
"ASV_21209","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;ASV_21209"
"ASV_2121","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidocella;ASV_2121"
"ASV_21210","Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;NA;NA;ASV_21210"
"ASV_21211","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_21211"
"ASV_21212","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_21212"
"ASV_21213","Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Candidatus Soleaferrea;ASV_21213"
"ASV_21214","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus;ASV_21214"
"ASV_21215","Bacteria;Chloroflexi;Ktedonobacteria;NA;NA;NA;ASV_21215"
"ASV_21216","Bacteria;NA;NA;NA;NA;NA;ASV_21216"
"ASV_21217","Bacteria;Armatimonadota;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae;Chthonomonas;ASV_21217"
"ASV_21218","Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;NA;ASV_21218"
"ASV_21219","Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;ASV_21219"
"ASV_2122","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;ASV_2122"
"ASV_21220","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_21220"
"ASV_21221","Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;NA;ASV_21221"
"ASV_21222","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_21222"
"ASV_21223","Bacteria;Chloroflexi;KD4-96;NA;NA;NA;ASV_21223"
"ASV_21224","Bacteria;Acidobacteriota;Acidobacteriae;Paludibaculum;NA;NA;ASV_21224"
"ASV_21225","Bacteria;Chloroflexi;KD4-96;NA;NA;NA;ASV_21225"
"ASV_21226","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;ASV_21226"
"ASV_21227","Bacteria;Chloroflexi;TK10;NA;NA;NA;ASV_21227"
"ASV_21228","Bacteria;Chloroflexi;KD4-96;NA;NA;NA;ASV_21228"
"ASV_21229","Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;NA;NA;ASV_21229"
"ASV_2123","Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Crenothrix;ASV_2123"
"ASV_21230","Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;NA;ASV_21230"
"ASV_21231","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_21231"
"ASV_21232","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_21232"
"ASV_21233","Bacteria;NA;NA;NA;NA;NA;ASV_21233"
"ASV_21234","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;NA;ASV_21234"
"ASV_21235","Bacteria;Chloroflexi;TK10;NA;NA;NA;ASV_21235"
"ASV_21236","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 9;ASV_21236"
"ASV_21237","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Variibacter;ASV_21237"
"ASV_21238","Bacteria;NA;NA;NA;NA;NA;ASV_21238"
"ASV_21239","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;ASV_21239"
"ASV_2124","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;ASV_2124"
"ASV_21240","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_21240"
"ASV_21241","Bacteria;Chloroflexi;JG30-KF-CM66;NA;NA;NA;ASV_21241"
"ASV_21242","Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_21242"
"ASV_21243","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_21243"
"ASV_21244","Bacteria;NA;NA;NA;NA;NA;ASV_21244"
"ASV_21245","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Oryzihumus;ASV_21245"
"ASV_21246","Bacteria;Firmicutes;Clostridia;NA;NA;NA;ASV_21246"
"ASV_21247","Bacteria;Chloroflexi;SHA-26;NA;NA;NA;ASV_21247"
"ASV_21248","Bacteria;Nitrospirota;4-29-1;NA;NA;NA;ASV_21248"
"ASV_21249","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;NA;ASV_21249"
"ASV_2125","Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;RB41;ASV_2125"
"ASV_21250","Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41;NA;NA;ASV_21250"
"ASV_21251","Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;NA;NA;ASV_21251"
"ASV_21252","Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;ASV_21252"
"ASV_21253","Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;NA;ASV_21253"
"ASV_21254","Bacteria;Actinobacteriota;Coriobacteriia;OPB41;NA;NA;ASV_21254"
"ASV_21255","Archaea;Crenarchaeota;Bathyarchaeia;NA;NA;NA;ASV_21255"
"ASV_21256","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_21256"
"ASV_21257","Bacteria;Actinobacteriota;Acidimicrobiia;NA;NA;NA;ASV_21257"
"ASV_21258","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Nitrobacter;ASV_21258"
"ASV_21259","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_21259"
"ASV_2126","Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;NA;ASV_2126"
"ASV_21260","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 13;ASV_21260"
"ASV_21261","Bacteria;Patescibacteria;Parcubacteria;Candidatus Moranbacteria;NA;NA;ASV_21261"
"ASV_21262","Bacteria;NA;NA;NA;NA;NA;ASV_21262"
"ASV_21263","Bacteria;Chloroflexi;KD4-96;NA;NA;NA;ASV_21263"
"ASV_21264","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;ASV_21264"
"ASV_21265","Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;NA;ASV_21265"
"ASV_21266","Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Rice Cluster II;NA;ASV_21266"
"ASV_21267","Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;NA;NA;ASV_21267"
"ASV_21268","Bacteria;Firestonebacteria;NA;NA;NA;NA;ASV_21268"
"ASV_21269","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_21269"
"ASV_2127","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;NA;ASV_2127"
"ASV_21270","Bacteria;Chloroflexi;KD4-96;NA;NA;NA;ASV_21270"
"ASV_21271","Bacteria;Firmicutes;NA;NA;NA;NA;ASV_21271"
"ASV_21272","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;NA;ASV_21272"
"ASV_21273","Bacteria;NA;NA;NA;NA;NA;ASV_21273"
"ASV_21274","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_21274"
"ASV_21275","Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes vadinHA17;NA;ASV_21275"
"ASV_21276","Bacteria;Proteobacteria;Gammaproteobacteria;WD260;NA;NA;ASV_21276"
"ASV_21277","Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter;ASV_21277"
"ASV_21278","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;A21b;NA;ASV_21278"
"ASV_21279","Bacteria;Actinobacteriota;Coriobacteriia;OPB41;NA;NA;ASV_21279"
"ASV_2128","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Robbsia;ASV_2128"
"ASV_21280","Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes vadinHA17;NA;ASV_21280"
"ASV_21281","Bacteria;Actinobacteriota;RBG-16-55-12;NA;NA;NA;ASV_21281"
"ASV_21282","Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NA;NA;ASV_21282"
"ASV_21283","Bacteria;Bacteroidota;Ignavibacteria;SJA-28;NA;NA;ASV_21283"
"ASV_21284","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_21284"
"ASV_21285","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;ASV_21285"
"ASV_21286","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Candidatus Nostocoida;ASV_21286"
"ASV_21287","Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;Syntrophobotulaceae;Syntrophobotulus;ASV_21287"
"ASV_21288","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;NA;NA;ASV_21288"
"ASV_21289","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_21289"
"ASV_2129","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_2129"
"ASV_21290","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Candidatus Nostocoida;ASV_21290"
"ASV_21291","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_21291"
"ASV_21292","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Rhodovastum;ASV_21292"
"ASV_21293","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_21293"
"ASV_21294","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_21294"
"ASV_21295","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_21295"
"ASV_21296","Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;NA;ASV_21296"
"ASV_21297","Bacteria;NA;NA;NA;NA;NA;ASV_21297"
"ASV_21298","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;JCM 18997;ASV_21298"
"ASV_21299","Archaea;Crenarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;NA;ASV_21299"
"ASV_213","Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes vadinHA17;NA;ASV_213"
"ASV_2130","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;NA;NA;ASV_2130"
"ASV_21300","Bacteria;NA;NA;NA;NA;NA;ASV_21300"
"ASV_21301","Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_21301"
"ASV_21302","Bacteria;WS4;NA;NA;NA;NA;ASV_21302"
"ASV_21303","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Candidatus Nostocoida;ASV_21303"
"ASV_21304","Bacteria;Chloroflexi;Ktedonobacteria;NA;NA;NA;ASV_21304"
"ASV_21305","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;NA;NA;ASV_21305"
"ASV_21306","Bacteria;Acidobacteriota;Holophagae;Subgroup 7;NA;NA;ASV_21306"
"ASV_21307","Bacteria;Chloroflexi;JG30-KF-CM66;NA;NA;NA;ASV_21307"
"ASV_21308","Bacteria;Patescibacteria;Berkelbacteria;NA;NA;NA;ASV_21308"
"ASV_21309","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;ASV_21309"
"ASV_2131","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;ASV_2131"
"ASV_21310","Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;NA;NA;ASV_21310"
"ASV_21311","Bacteria;Chloroflexi;AD3;NA;NA;NA;ASV_21311"
"ASV_21312","Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_21312"
"ASV_21313","Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;NA;NA;ASV_21313"
"ASV_21314","Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;ASV_21314"
"ASV_21315","Bacteria;NA;NA;NA;NA;NA;ASV_21315"
"ASV_21316","Bacteria;Chloroflexi;TK10;NA;NA;NA;ASV_21316"
"ASV_21317","Bacteria;NA;NA;NA;NA;NA;ASV_21317"
"ASV_21318","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;ASV_21318"
"ASV_21319","Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_21319"
"ASV_2132","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;FCPS473;ASV_2132"
"ASV_21320","Bacteria;Actinobacteriota;Actinobacteria;NA;NA;NA;ASV_21320"
"ASV_21321","Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;ASV_21321"
"ASV_21322","Bacteria;Verrucomicrobiota;Verrucomicrobiae;S-BQ2-57 soil group;NA;NA;ASV_21322"
"ASV_21323","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;NA;ASV_21323"
"ASV_21324","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;ASV_21324"
"ASV_21325","Bacteria;Firmicutes;NA;NA;NA;NA;ASV_21325"
"ASV_21326","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Telmatobacter;ASV_21326"
"ASV_21327","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Candidatus Nostocoida;ASV_21327"
"ASV_21328","Bacteria;Proteobacteria;Alphaproteobacteria;Micropepsales;Micropepsaceae;Rhizomicrobium;ASV_21328"
"ASV_21329","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;ASV_21329"
"ASV_2133","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_2133"
"ASV_21330","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;NA;NA;ASV_21330"
"ASV_21331","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_21331"
"ASV_21332","Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_21332"
"ASV_21333","Archaea;Crenarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;NA;ASV_21333"
"ASV_21334","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;NA;ASV_21334"
"ASV_21335","Bacteria;Myxococcota;Myxococcia;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter;ASV_21335"
"ASV_21336","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 9;ASV_21336"
"ASV_21337","Bacteria;Patescibacteria;Microgenomatia;Candidatus Levybacteria;NA;NA;ASV_21337"
"ASV_21338","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;ASV_21338"
"ASV_21339","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;ASV_21339"
"ASV_2134","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 9;ASV_2134"
"ASV_21340","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Oryzihumus;ASV_21340"
"ASV_21341","Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;NA;NA;ASV_21341"
"ASV_21342","Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;ASV_21342"
"ASV_21343","Bacteria;Acidobacteriota;Acidobacteriae;Paludibaculum;NA;NA;ASV_21343"
"ASV_21344","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_21344"
"ASV_21345","Bacteria;Chloroflexi;AD3;NA;NA;NA;ASV_21345"
"ASV_21346","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Candidatus Nostocoida;ASV_21346"
"ASV_21347","Bacteria;Actinobacteriota;Actinobacteria;Elev-16S-976;NA;NA;ASV_21347"
"ASV_21348","Archaea;Crenarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;NA;ASV_21348"
"ASV_21349","Bacteria;Chloroflexi;Dehalococcoidia;NA;NA;NA;ASV_21349"
"ASV_2135","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella;ASV_2135"
"ASV_21350","Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_21350"
"ASV_21351","Bacteria;FCPU426;NA;NA;NA;NA;ASV_21351"
"ASV_21352","Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;ASV_21352"
"ASV_21353","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;NA;ASV_21353"
"ASV_21354","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Gallionellaceae;NA;ASV_21354"
"ASV_21355","Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;NA;ASV_21355"
"ASV_21356","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;NA;ASV_21356"
"ASV_21357","Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;ASV_21357"
"ASV_21358","Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;NA;NA;ASV_21358"
"ASV_21359","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_21359"
"ASV_2136","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_2136"
"ASV_21360","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;NA;ASV_21360"
"ASV_21361","Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;NA;NA;ASV_21361"
"ASV_21362","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidicaldus;ASV_21362"
"ASV_21363","Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Rice Cluster II;NA;ASV_21363"
"ASV_21364","Bacteria;Firmicutes;Clostridia;NA;NA;NA;ASV_21364"
"ASV_21365","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;A21b;NA;ASV_21365"
"ASV_21366","Bacteria;NA;NA;NA;NA;NA;ASV_21366"
"ASV_21367","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermacoccaceae;Luteipulveratus;ASV_21367"
"ASV_21368","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;NA;ASV_21368"
"ASV_21369","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;ASV_21369"
"ASV_2137","Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;ASV_2137"
"ASV_21370","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Terracoccus;ASV_21370"
"ASV_21371","Bacteria;Chloroflexi;TK10;NA;NA;NA;ASV_21371"
"ASV_21372","Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;ASV_21372"
"ASV_21373","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_21373"
"ASV_21374","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;NA;ASV_21374"
"ASV_21375","Bacteria;NA;NA;NA;NA;NA;ASV_21375"
"ASV_21376","Bacteria;NA;NA;NA;NA;NA;ASV_21376"
"ASV_21377","Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;NA;NA;ASV_21377"
"ASV_21378","Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_21378"
"ASV_21379","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;ASV_21379"
"ASV_2138","Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;NA;ASV_2138"
"ASV_21380","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;ASV_21380"
"ASV_21381","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;ASV_21381"
"ASV_21382","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;NA;NA;ASV_21382"
"ASV_21383","Bacteria;Acidobacteriota;Acidobacteriae;Paludibaculum;NA;NA;ASV_21383"
"ASV_21384","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_21384"
"ASV_21385","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Oryzihumus;ASV_21385"
"ASV_21386","Bacteria;Chloroflexi;AD3;NA;NA;NA;ASV_21386"
"ASV_21387","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;ASV_21387"
"ASV_21388","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;NA;ASV_21388"
"ASV_21389","Bacteria;Chloroflexi;Ktedonobacteria;NA;NA;NA;ASV_21389"
"ASV_2139","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;ASV_2139"
"ASV_21390","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;NA;NA;ASV_21390"
"ASV_21391","Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter;ASV_21391"
"ASV_21392","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;NA;ASV_21392"
"ASV_21393","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_21393"
"ASV_21394","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;ASV_21394"
"ASV_21395","Bacteria;Actinobacteriota;Actinobacteria;Elev-16S-976;NA;NA;ASV_21395"
"ASV_21396","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;ASV_21396"
"ASV_21397","Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;ASV_21397"
"ASV_21398","Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;NA;ASV_21398"
